IndicatorCode,TX.VAL.TECH.MF.ZS,TT.PRI.MRCH.XD.WD,TG.VAL.TOTL.GD.ZS,SP.POP.TOTL,SP.POP.GROW,SP.DYN.TFRT.IN,SP.DYN.LE00.IN,SP.DYN.IMRT.IN,SP.DYN.CONU.ZS,SP.ADO.TFRT,SM.POP.NETM,SL.UEM.TOTL.ZS,SI.POV.NAHC,SI.POV.GINI,SI.POV.DDAY,SI.DST.FRST.20,SH.STA.MALN.ZS,SH.STA.BRTC.ZS,SH.IMM.MEAS,SH.DYN.MORT,SH.DYN.AIDS.ZS,SE.XPD.TOTL.GD.ZS,SE.SEC.ENRR,SE.PRM.ENRR,SE.PRM.CMPT.ZS,SE.ENR.PRSC.FM.ZS,SE.ADT.LITR.ZS,NY.GNP.PCAP.PP.CD,NY.GNP.PCAP.CD,NY.GNP.MKTP.PP.CD,NY.GNP.ATLS.CD,NY.GDP.PCAP.PP.CD,NY.GDP.PCAP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.CD,NY.GDP.DEFL.KD.ZG,NV.IND.TOTL.ZS,NV.AGR.TOTL.ZS,NE.IMP.GNFS.ZS,NE.GDI.TOTL.ZS,NE.EXP.GNFS.ZS,MS.MIL.XPND.GD.ZS,IT.CEL.SETS.P2,IC.REG.DURS,IC.BUS.EASE.XQ,GC.REV.XGRT.GD.ZS,GC.DOD.TOTL.GD.ZS,GB.XPD.RSDV.GD.ZS,FP.CPI.TOTL.ZG,ER.H2O.FWTL.ZS,EN.ATM.CO2E.PC,EG.USE.PCAP.KG.OE,EG.USE.ELEC.KH.PC,DT.TDS.DECT.EX.ZS,DT.ODA.ODAT.CD,DT.DOD.DECT.CD,CM.MKT.LCAP.GD.ZS,BX.TRF.PWKR.CD.DT,BX.KLT.DINV.CD.WD,AG.SRF.TOTL.K2,AG.LND.FRST.K2,AG.LND.AGRI.ZS
IndicatorName,San luong xuat khau cong nghe cao (% san luong xuat khau san xuat),Chi so ty le thuong mai hang hoa rong (2000 = 100),Thuong mai hang hoa (% GDP),"Dan so, tong cong",Tang truong dan so (% hang nam),"Ty le sinh san, tong cong (so lan sinh san cua moi mot phu nu)","Tuoi tho uoc tinh vao thoi diem chao doi, tong cong (so tuoi)","Ty le tu vong, tre so sinh (tren moi 1,000 tre em con song khi chao doi)",Ty le tranh thai (% phu nu tu 15-49 tuoi),"Ty le sinh san o thanh thieu nien (so ca sinh no tren moi 1,000 phu nu tu 15-19 tuoi)",Nhap cu thuan tuy,"That nghiep, tong cong (% tong so luc luong lao dong)",Ty le ngheo doi theo dau nguoi o muc ngheo doi quoc gia (% dan so),Chi so GINI,Ty le nguoi ngheo tinh theo dau nguoi o muc chi tieu $1.90 mot ngay (PPP) (% dan so),Phan thu nhap cua 20% thap nhat,"Ty le suy dinh duong, can nang theo tuoi (% tre em duoi 5 tuoi)",So ca sinh no co nhan vien y te co tay nghe tham gia (% tong so),"Tiem phong, benh soi (% tre em tu 12-23 thang tuoi)","Ty le tu vong duoi 5 tuoi (moi 1,000 tre em con song khi chao doi)","Ty le nhiem HIV, tong cong (% dan so tu 15-49 tuoi)","Muc chi cua chinh phu cho giao duc, tong cong (% GDP)","Si so hoc sinh, trung hoc (% tong so)","Si so hoc sinh, tieu hoc (% tong so)","Ty le hoan thanh tieu hoc, tong cong (% nhom tuoi lien quan)",Ty le hoc sinh nu tren hoc sinh nam o cap giao duc tieu hoc va trung hoc (%),"Ty le biet chu, tong cong nguoi lon (% so nguo tu 15 tuoi tro len)","GNI tinh theo dau nguoi, PPP ($ quoc te hien tai)","GNI theo dau nguoi, phuong phap Atlas (US$ hien tai)","GNI, PPP ($ quoc te hien tai)","GNI, phuong phap Atlas (US$ hien tai)","GDP tinh theo dau nguoi, PPP ($ quoc te hien tai)",GDP tinh theo dau nguoi (US$ hien tai),Tang truong GDP (% hang nam),GDP (US$ hien tai),"Lam phat, yeu to giam phat GDP (% hang nam)","Cong nghiep, gia tri gia tang (% GDP)","Nong nghiep, gia tri gia tang (% GDP)",Kim ngach nhap khau hang hoa va dich vu (% GDP),Tong tich luy tai san (% GDP),Kim ngach xuat khau hang hoa va dich vu (% GDP),Chi ngan sach cho quoc phong (% GDP),Luong thue bao dien thoai di dong (moi 100 nguoi),Thoi gian bat buoc de khoi su kinh doanh (ngay),Chi so thuan loi hoat dong kinh doanh (1=cac qui che tao dieu kien thuan loi nhat cho hoat dong kinh doanh),"Tong thu ngan sach, khong ke cac khoan tro cap (% GDP)","No chinh phu trung uong, tong cong (% GDP)",Khoan chi cho nghien cuu va phat trien (% GDP),"Lam phat, gia tieu dung (% hang nam)","Luong nuoc ngot lay ra hang nam, tong cong (% nguon luc ben trong)",Luong khi thai CO2 (met tan tren dau nguoi),Su dung nang luong (kg dau tuong duong tinh theo dau nguoi),Tieu dung dien (kWh tren dau nguoi),"Tong nghia vu tra no (% doanh so xuat khau hang hoa, dich vu va thu nhap can ban)",Tro cap phat trien chinh thuc rong nhan duoc (US$ hien tai),"Tong du no nuoc ngoai (DOD, US$ hien hanh)",Gia tri thi truong cua cac cong ty niem yet tren thi truong chung khoan (% of GDP),"Tien chuyen khoan ca nhan, nhan duoc (US$ hien tai)","Dau tu truc tiep cua nuoc ngoai, luong dau tu thuan tuy (BoP, US$ hien tai)",Dien thich be mat (km vuong),Dien tich lam nghiep (km vuong),Dat nong nghiep (% dien tich dat)
